key	text	tooltip
unit_abilities_tooltip_text_wh_dlc05_lord_passive_howl_of_the_forest	Elven troops will fight for Athel Loren, for their very souls are tethered to its fate.	true
unit_abilities_tooltip_text_wh2_dlc17_unit_abilities_primeval_roar	All Lizardmen are roused at the wailing cry of the Troglodon, its eerie call stirring their savagery.	true
unit_abilities_onscreen_name_wh2_dlc17_rune_abilities_master_rune_of_speed	Master Rune of Speed	true
unit_abilities_onscreen_name_wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	Curse of Da Bad Moon Upgraded	true
unit_abilities_onscreen_name_wh2_main_unit_passive_rebirth	Rebirth	true
unit_abilities_onscreen_name_wh2_dlc16_spell_bound_regrowth	Regrowth	true
unit_abilities_onscreen_name_wh_main_banner_passive_banner_of_lost_holds	Banner of Lost Holds	true
unit_abilities_onscreen_name_wh2_main_item_passive_sapphire_guardian_phoenix	Sapphire Guardian Phoenix	true
unit_abilities_tooltip_text_wh2_dlc17_lord_passive_greater_locus_of_power	The dense power exuded from the Anvil weighs heavily upon the minds of enemy Wizards.	true
unit_abilities_tooltip_text_wh2_dlc11_lord_abilities_dark_protection	"If you need the strength, then turn to me…"	true
unit_abilities_onscreen_name_wh2_dlc09_weapon_abilities_tomb_blade_of_arkhan	The Tomb Blade of Arkhan	true
unit_abilities_onscreen_name_wh2_main_spell_ruin_howling_warpgale_upgraded	Howling Warpgale Upgraded	true
unit_abilities_tooltip_text_wh2_dlc17_army_abilities_cygor_summon_qb_scripted	This is never directly seen or controlled by the player.	true
unit_abilities_tooltip_text_wh2_dlc11_spell_deep_tidecall	The sea is summoned, and a great tide coalesces upon the battlefield to drench all those that oppose the caster.	true
unit_abilities_onscreen_name_wh2_dlc16_spell_bound_the_curse_of_anraheir	The Curse of Anraheir	true
unit_abilities_onscreen_name_wh2_dlc10_item_passive_prospectors_spyglass	Prospector's Spyglass	true
unit_abilities_tooltip_text_wh2_dlc13_lord_passive_fleet_footed	The true hunter knows how to move swiftly when the forest's many predators approach, lest they become the hunted themselves.	true
unit_abilities_tooltip_text_wh2_dlc15_banner_passive_da_immortulz	The basic requirement for fighting under the banner of Grimgor’s hard-as-nails Black Orc retinue is, quite simply, to survive his incessant warmongering.	true
unit_abilities_onscreen_name_wh2_dlc11_lord_abilities_heart_piercing	Heart Piercing	true
unit_abilities_onscreen_name_wh_main_weapon_abilities_the_reikland_runefang	The Reikland Runefang	true
unit_abilities_onscreen_name_wh2_dlc13_weapon_passive_stirland_runefang	The Stirland Runefang	true
unit_abilities_onscreen_name_wh2_dlc11_lord_abilities_mananns_luck	Manann's Luck	true
unit_abilities_tooltip_text_wh_dlc04_spell_bound_soulfire_upgraded	A battle prayer that bathes the Warrior Priest in white, holy fire, sears Sigmar’s foes but leaves the supplicant unharmed. 	true
unit_abilities_tooltip_text_wh2_dlc16_lord_abilities_loecs_blessing	Using rhythmic incantations endowed and employed by Loec himself to avoid Slaanesh’s gaze, one can stay unseen and uncaught.	true
unit_abilities_onscreen_name_wh2_main_army_abilities_vortic_blast	Vortical Blast	true
unit_abilities_tooltip_text_wh_dlc05_spell_life_regrowth_upgraded	By speaking Druthandor's name the Wizard is able to heal allies' injuries much faster than by natural means.	true
unit_abilities_tooltip_text_wh2_dlc15_army_abilities_lightning_trap_1	placeholder	true
unit_abilities_tooltip_text_wh2_main_item_passive_sunburst_standard_of_hexoatl	This radiant golden totem generates a golden globe of power that shields those within from harm.	true
unit_abilities_tooltip_text_wh_dlc04_unit_passive_unholy_lodestone	The ringing of the arcane bell atop the Corpse Cart inspires Undead minions to continue fighting, even when grievously wounded.	true
unit_abilities_tooltip_text_wh_dlc03_spell_beasts_wyssans_wildform	The spellcaster unleashes the beast within, using its fury to transform allies into bestial forms.	true
unit_abilities_tooltip_text_wh_dlc06_rune_abilities_master_rune_of_oath_and_steel	Armour inscribed with the Rune of Oath & Steel will not bend or buckle. 	true
unit_abilities_onscreen_name_wh_main_spell_metal_final_transmutation_upgraded	Final Transmutation Upgraded	true
unit_abilities_onscreen_name_wh2_main_item_passive_ring_of_hotek	Ring of Hotek	true
unit_abilities_onscreen_name_wh2_main_item_abilities_armour_of_the_stars	Armour of the Stars	true
unit_abilities_onscreen_name_wh2_main_item_abilities_the_tricksters_pendant	The Trickster's Pendant	true
unit_abilities_tooltip_text_wh2_dlc14_lord_abilities_tzarkan_spite_mp	Tz’arkan’s dark influence waxes and wanes, but when Malus relinquishes control entirely, the Daemon’s supernatural strength is unleashed upon the world.	true
unit_abilities_onscreen_name_wh_main_weapon_abilities_tormentor_sword	Tormentor Sword	true
unit_abilities_onscreen_name_wh2_dlc13_lord_abilities_executioner	Executioner	true
unit_abilities_tooltip_text_wh2_main_unit_passive_the_rats_emerge	Killing a Hell-Pit Abomination is never a simple matter; when it dies many fresh Skaven spawn to take its place.	true
unit_abilities_onscreen_name_wh2_main_spell_ruin_skitterleap	Skitterleap	true
unit_abilities_onscreen_name_wh2_dlc11_spell_deep_krakens_pull_upgraded	Kraken's Pull Upgraded	true
unit_abilities_tooltip_text_wh2_dlc10_spell_bound_magic_fiery_convocation	The caster utters words of power and a phoenix of pure fire manifests to swoop upon the enemy, bathing them in cleansing flame.	true
unit_abilities_onscreen_name_wh_dlc08_lord_abilities_copious_vomit	Copious Vomit	true
unit_abilities_onscreen_name_wh_main_spell_heavens_chain_lightning	Chain Lightning	true
unit_abilities_onscreen_name_wh_dlc05_item_abilities_horn_of_the_wild_hunt	Horn of the Wild Hunt	true
unit_abilities_tooltip_text_wh_main_spell_vampires_curse_of_years	The Wizard spits out an ancient curse, causing their enemies to age at an incredible rate - their hair turning white and skin shrivelling up.	true
unit_abilities_tooltip_text_wh_dlc05_lord_abilities_spirit_essence_of_eternal_chaos	To summon the essence of Chaos is to unleash its Ruinous fury upon any and all who witness it. 	true
unit_abilities_onscreen_name_wh_dlc06_unit_abilities_the_loons_of_eight_peaks	The Loons of Eight Peaks	true
unit_abilities_tooltip_text_wh_dlc08_spell_fire_flaming_sword_of_rhuin_kihar	The Wizard ensorcels allied weapons, making them burn with a savage fire. The targets of the spell are augmented with superior flaming blades.	true
unit_abilities_onscreen_name_wh_main_character_abilities_get_back_ere	Get Back 'Ere!	true
unit_abilities_tooltip_text_wh2_dlc15_unit_passive_spiky_skin	With an epidermis like this, at least there’s no longer any need to worry about others invading your personal space.	true
unit_abilities_tooltip_text_wh2_main_army_abilities_moulder_clanstone	Better dying through chemistry? Clan Moulder use revered Warpstones to give their troops unnatural, engineered advantage in the field.	true
unit_abilities_onscreen_name_wh2_dlc10_item_passive_ironbeards_bracers	Ironbeard's Bracers	true
unit_abilities_tooltip_text_wh2_main_character_abilities_volley_of_high_arrows	By which an unexpected shower of pointy death rains down upon the unfortunate targets. Ouch!	true
unit_abilities_tooltip_text_wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded	The caster weaves a confounding fog that numbs and deludes enemies, causing them to stumble and stagger.	true
unit_abilities_onscreen_name_wh_main_spell_light_phas_protection	Pha's Protection	true
unit_abilities_tooltip_text_wh2_dlc09_character_passive_befalling_curse	There is no evading this terrible malediction, and no escape; those caught in its clutches are execrated for eternity.	true
unit_abilities_onscreen_name_wh_main_unit_passive_regeneration	Regeneration	true
unit_abilities_onscreen_name_wh2_dlc11_lord_abilities_storm_of_the_night	Storm of the Night	true
unit_abilities_onscreen_name_wh2_dlc14_spell_stealth_warp_stars_upgraded	Warp Stars Upgraded	true
unit_abilities_tooltip_text_wh_main_item_abilities_daemonic_strength	To have the strength of a raging Daemon is to slay in one swipe.	true
unit_abilities_onscreen_name_wh_dlc03_spell_wild_traitor_kin	Traitor-Kin	true
unit_abilities_tooltip_text_wh_dlc03_item_abilities_jagged_dagger	A potent sacrificial tool that radiates the wrath of a thousand different offerings to the Dark Gods. 	true
unit_abilities_tooltip_text_wh_dlc03_banner_passive_manbane_standard	This standard - an ever-rotting corpse beset by carrion birds - is a gross mockery of a scarecrow.	true
unit_abilities_onscreen_name_wh_main_hero_passive_forgefire	Forgefire	true
unit_abilities_tooltip_text_wh2_dlc15_army_abilities_wind_trap_3b	placeholder	true
unit_abilities_onscreen_name_wh2_dlc11_unit_passive_unbinding_varghulf	Unbinding	true
unit_abilities_tooltip_text_wh_main_hero_passive_forgefire	The fires of a Runesmith’s forge burn brighter and hotter, its blessing upon an ally’s weapons increasing their potency.	true
unit_abilities_onscreen_name_wh_dlc04_lord_abilities_beguile	Master of Beguilement	true
unit_abilities_tooltip_text_wh2_dlc15_hero_abilities_mither	The Troll Hag bombards the target with a tirade of unintelligible Trollish invective, powerful and relentless enough to cow even the most stoic of hearts.	true
unit_abilities_onscreen_name_wh2_dlc13_weapon_abilities_ostermark_runefang	The Ostermark Runefang	true
unit_abilities_tooltip_text_wh_main_spell_heavens_comet_of_casandora	Reaching to the highest heavens, the Wizard draws a wandering meteorite down upon the battlefield.	true
unit_abilities_onscreen_name_wh2_dlc11_item_abilities_captain_roths_moondial	Captain Roth's Moondial	true
unit_abilities_onscreen_name_wh2_dlc16_unit_abilities_whirling_death	Whirling Death	true
unit_abilities_tooltip_text_wh2_dlc16_item_abilities_dreaming_ring_i	A momentary trance induced on a subject using this magical trinket instantaneously mimics the healing effects of a dozen deep sleeps.	true
unit_abilities_tooltip_text_wh2_dlc15_item_abilities_lucky_banner	Along with his serendipitous standard-bearer, Niblet, who once somehow survived being sat on by him, the Goblin King’s banner brings inexplicable luck. 	true
unit_abilities_onscreen_name_wh_dlc05_spell_bound_the_curse_of_anraheir	The Curse of Anraheir	true
unit_abilities_onscreen_name_wh_main_lord_abilities_master_of_the_black_arts	Master of the Black Arts	true
unit_abilities_onscreen_name_wh2_dlc17_spell_bound_savage_dominion	Savage Dominion	true
unit_abilities_tooltip_text_wh2_dlc16_lord_abilities_beast_pack	"Say hello-hello to my little friends, yes-yes!"	true
unit_abilities_onscreen_name_wh_main_weapon_abilities_hellfire_sword	Hellfire Sword	true
unit_abilities_onscreen_name_wh2_dlc16_lord_abilities_call_to_ceithin_har	Call to Ceithin-Har	true
unit_abilities_tooltip_text_wh2_dlc14_unit_abilities_wail_of_malice	The Siren’s voice is a fearsome weapon – should its sound reach an enemy’s ears, their lifeblood begins to violently rebel through every pore.	true
unit_abilities_tooltip_text_wh2_main_lord_passive_kindle_the_fury	Living flesh is the crucible in which the spark of violence grows to a roaring, unquenchable flame.	true
unit_abilities_tooltip_text_wh2_main_character_abilities_arcane_vassal	A Mage-Priest may channel magic through his willing minions to cast deadly spells at the foe.	true
unit_abilities_tooltip_text_wh2_dlc17_rune_passive_master_rune_of_spite	First embedded in the gates of Karaz-a-Karak, the damaging aura permeating from this rune is enough to turn most enemies away. 	true
unit_abilities_tooltip_text_wh2_dlc11_unit_passive_extra_powder	Because you can never have too much.	true
unit_abilities_tooltip_text_wh2_main_item_abilities_blood_statuette_of_spite	This statuette is carved in a likeness of Xapati, and is frequently bathed in offerings of blood.	true
unit_abilities_tooltip_text_wh_main_spell_metal_gehennas_golden_hounds	Blowing on a glimmering golden whistle, the Wizard summons the spirit of Gehenna’s metal hounds to hunt down his prey.   	true
unit_abilities_tooltip_text_wh_main_unit_passive_war_paint	If Greenskins believe something strongly enough, then, by the Green Godz will, it may be true. Hence Savage Orcs believe war paint protects them – and so it does!	true
unit_abilities_onscreen_name_wh2_dlc13_lord_passive_fleet_footed	Fleet-Footed	true
unit_abilities_onscreen_name_wh2_dlc17_army_abilities_cacophonous_assault	Cacophonous Assault	true
unit_abilities_onscreen_name_wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded	The Enfeebling Foe Upgraded	true
unit_abilities_onscreen_name_wh_dlc05_spell_life_flesh_to_stone	Flesh to Stone	true
unit_abilities_tooltip_text_wh2_dlc14_spell_stealth_black_whirlwind_upgraded	This particularly unpleasant spell causes a putrid whirlwind of vile smoke, and alarmingly, stinging ashes to erupt around the target, leading to magical damage.	true
unit_abilities_onscreen_name_wh_dlc05_lord_passive_sight_beyond_sight	Sight Beyond Sight	true
unit_abilities_tooltip_text_wh2_dlc15_unit_passive_mimic_extra_powder	Because you can never have too much.\\n\\n[[col:magic]]This ability is being mirrored using knowledge gained from a prisoner interrogation in Athel Tamarha.[[/col]]	true
unit_abilities_tooltip_text_wh2_main_item_passive_sapphire_guardian_phoenix	This guardian phoenix, decorated with rare sapphires, holds a spark from Asuryan's sacred flame that affords its carriers magical protection from fire.	true
unit_abilities_tooltip_text_wh2_dlc10_item_abilities_speed_of_lykos	The words upon this scroll, when read aloud, allow an ally to move at such a speed as to be unseen.	true
unit_abilities_onscreen_name_wh2_dlc09_army_abilities_sand_veil	Sand Veil	true
unit_abilities_onscreen_name_wh_dlc08_quest_passive_frost_aura	Frost Breath	true
unit_abilities_tooltip_text_wh_main_spell_lil_waaagh_curse_of_da_bad_moon	With a chilling howl, the Shaman summons a great pale moon with a leering goblinoid face and large, tusk-like fangs.	true
unit_abilities_onscreen_name_wh_dlc03_quest_passive_poisoning	Poisoned	true
unit_abilities_onscreen_name_wh2_dlc17_spell_bound_urannons_thunderbolt_upgraded	Klad Brakak	true
unit_abilities_onscreen_name_wh_main_hero_abilities_mad_cap_mushrooms	Mad Cap Mushrooms	true
unit_abilities_onscreen_name_wh2_dlc16_weapon_abilities_dragon_spear	Dragon Spear	true
unit_abilities_tooltip_text_wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded	Calling upon the beast-spirits of the wild, the caster sheathes vulnerable flesh in unyielding fur and hide.	true
unit_abilities_tooltip_text_wh_main_rune_passive_master_rune_of_stromni_redbeard	Stromni Redbeard made this rune in the days of Bael, Lord of Karak Azul - it was used by Durgin, grandsire of Grimnir, the Ancestor God of Warriors.	true
unit_abilities_onscreen_name_wh_dlc05_spell_life_shield_of_thorns_branchwraith	Shield of Thorns	true
unit_abilities_onscreen_name_wh2_dlc15_unit_passive_rubble_and_ruin_tier_3_bombardment	Rubble & Ruin III	true
unit_abilities_onscreen_name_wh_dlc08_unit_abilities_giver_of_glory	Giver of Glory	true
unit_abilities_onscreen_name_wh2_dlc14_spell_stealth_armour_of_darkness_upgraded	Armour of Darkness Upgraded	true
unit_abilities_tooltip_text_wh2_dlc11_lord_abilities_dreaded_duelist	"There are but a few who've faced 'im and lived to tell the tale - you can count them on the fingers of Bernard's 'ands… and 'e's got no 'ands."	true
unit_abilities_tooltip_text_wh_main_spell_lil_waaagh_sneaky_stabbin	The targets of this spell are driven to go right after "hurty bitz" or sneak up on opponents at unexpected angles.	true
unit_abilities_onscreen_name_wh_dlc03_weapon_abilities_hunting_spear	Hunting Spear	true
unit_abilities_onscreen_name_wh2_dlc11_character_abilities_taunt	Taunt	true
unit_abilities_tooltip_text_wh_dlc08_item_abilities_terrorgheist_skull	In death, a Terrorgheist may even be more deadly than when alive - its terrifying countenance improving the bearer's abilities by removing the need to rest between uses.	true
unit_abilities_tooltip_text_wh_dlc08_hero_passive_vicious_assault_i	The Dark Gods influence extends to the ferocity of their servants' attacks, increasing their power and reach manyfold.	true
unit_abilities_tooltip_text_wh_main_spell_big_waaagh_fists_of_gork	In a fit of fighting fury the target unit becomes harder than iron, increasing both its attack and defence capabilities.	true
unit_abilities_tooltip_text_wh2_main_item_abilities_blade_of_bel_korhadris	The sword of the beloved Scholar-King is a renowned wyrm-slayer.	true
unit_abilities_onscreen_name_wh_main_unit_abilities_gyrobomber_bomb	Gyrobomber Bomb	true
unit_abilities_tooltip_text_wh_main_lore_passive_power_of_da_waaagh	Boosted by the positive energies of fightin' Greenskins, all Spells of Da Big Waaagh increase in power. 	true
unit_abilities_onscreen_name_wh2_main_spell_dark_magic_word_of_pain_upgraded	Word of Pain Upgraded	true
unit_abilities_onscreen_name_wh2_main_item_bound_gilded_horn_of_galon_konook	Gilded Horn of Galon Konook	true
unit_abilities_tooltip_text_wh2_twa03_item_passive_beast_armour_of_karond_kar	This jet-black armour has been worked into the most cruelly delicate forms by the hand of a master far superior to any mortal artificer.	true
unit_abilities_onscreen_name_wh_main_rune_passive_rune_of_slowness	Rune of Dismay	true
unit_abilities_onscreen_name_wh2_dlc12_weapon_passive_blade_of_the_ancient_skies	Blade of the Ancient Skies	true
unit_abilities_tooltip_text_wh_dlc08_lord_abilities_fight_or_die	There is no other choice. There never was.	true
unit_abilities_tooltip_text_wh2_main_army_abilities_khaines_scourge	As the Corsairs invoke the Bloody-handed God, fell lightning arcs from the sky; it is the lash of Khaine upon the souls of the enemy.	true
unit_abilities_onscreen_name_wh2_dlc12_item_passive_golden_death_mask	Golden Death Mask	true
unit_abilities_onscreen_name_wh2_dlc12_lord_abilities_drop_sphere_of_tepok_upgraded	Drop Sphere of Tepok Upgraded	true
unit_abilities_onscreen_name_wh2_dlc15_army_abilities_azhags_waaagh	Azhag's Waaagh!	true
unit_abilities_onscreen_name_wh_main_lord_passive_get_on_wiv_it	Get on Wiv it!	true
unit_abilities_tooltip_text_wh2_main_army_abilities_soul_storm	The souls of many slaves brought aboard the Black Ark are ‘extracted’ and fired into the sky by sorcerous means, only to fall back to the surface as deadly rain.	true
unit_abilities_onscreen_name_wh2_dlc17_unit_passive_greater_aura_of_madness	Greater Aura of Madness	true
unit_abilities_tooltip_text_wh2_dlc15_unit_passive_mimic_realm_of_souls_2	The spirits of warriors slain can be summoned from the Realm of Souls and bound to corporeal bodies, so that they may fight for the Tomb Kings as they did in life.\\n\\n[[col:magic]]This ability is being mirrored using knowledge gained from a prisoner interrogation in Athel Tamarha.[[/col]]	true
unit_abilities_tooltip_text_wh_dlc06_unit_passive_liquid_fortification	A touch of Bugman's Courage can keep a Dawi standing and fighting, a touch unsteadily, on their feet.	true
unit_abilities_tooltip_text_wh_pro04_unit_abilities_apocalyptic_charge	If you see him coming run as fast as you can… not that it will do you any good whatsoever!	true
unit_abilities_tooltip_text_wh2_main_item_abilities_amulet_of_itzl	The amulet explodes into a million crystal shards if the wearer is struck, greatly improving their resistance to damage for a short time.	true
unit_abilities_tooltip_text_wh2_dlc17_army_abilities_ancestral_rune_of_valaya	Valaya instils the Dwarfs with fortitude, lending new strength to the wounded and fresh resolve to wavering hearts.	true
unit_abilities_tooltip_text_wh2_main_character_passive_horn_of_isha	The horn is fashioned from a single pearl-white seashell. When winded, it can split the veil between worlds and grant a blessing.	true
unit_abilities_tooltip_text_wh2_dlc15_unit_abilities_mimic_cold_blooded	While Lizardmen may be slow to react due to their cold-blooded nature, this also makes them stoic in battle.\\n\\n[[col:magic]]This ability is being mirrored using knowledge gained from a prisoner interrogation in Athel Tamarha.[[/col]]	true
unit_abilities_tooltip_text_wh2_dlc14_spell_stealth_warp_stars	Deftly conjured and swiftly flung, the Skaven's fiendish Warp throwing-stars are, like all their weird scientific advances, explicitly designed to cause maximum death.	true
unit_abilities_onscreen_name_wh2_main_item_abilities_talisman_of_loec	Talisman of Loec	true
unit_abilities_onscreen_name_wh_dlc05_item_abilities_hail_of_doom_arrow	Hail of Doom Arrow	true
unit_abilities_onscreen_name_wh2_dlc16_lord_passive_master_controller	Master Controller	true
unit_abilities_onscreen_name_wh_dlc06_item_passive_squiggly_beast	Squiggly Beast	true
unit_abilities_onscreen_name_wh_dlc08_weapon_abilities_stinky_giant_club	Stinky Giant Club	true
unit_abilities_tooltip_text_wh_dlc03_spell_beasts_flock_of_doom_upgraded	With a mighty bellow, the spellcaster invokes Corvus the Crow Lord, summoning his servants to peck at the foe's eyes.	true
unit_abilities_tooltip_text_wh2_main_army_abilities_bloodwrack_cauldron	Using Dark Magic, the crones hurl a blood-filled cauldron at the foe from the Black Ark’s deck. Its impact is devastating, as the blood within is a foul, corrosive brew.	true
unit_abilities_onscreen_name_wh2_dlc13_item_abilities_shield_of_aeons	Shield of Aeons	true
unit_abilities_tooltip_text_wh2_dlc16_item_abilities_dreaming_ring_iii	A momentary trance induced on a subject using this magical trinket instantaneously mimics the healing effects of a dozen deep sleeps.	true
unit_abilities_tooltip_text_wh_main_weapon_passive_sword_of_unholy_power	Whenever this blade tastes blood, its wielder seems to exert greater control over the Winds of Magic. 	true
unit_abilities_tooltip_text_wh2_main_unit_passive_martial_mastery	While all High Elves have excellent martial prowess, those that continue upon the path of the warrior will further excel in armed combat.	true
unit_abilities_tooltip_text_wh2_dlc12_army_abilities_great_invocation_of_sotek	A great wind, symbolising the wrath of the Serpent-God, surges forth beneath the ground to consume the enemy.	true
unit_abilities_tooltip_text_wh_main_character_abilities_arcane_conduit	A strong mind is needed to channel the Winds of Magic. Those that have such a gift become arcane conduits - funnelling the magical tempests to their cause.   	true
unit_abilities_tooltip_text_wh_dlc08_hero_passive_twisted_flesh_ii	The raw, corrupted hide of the Skin Wolf, scarred from its many spontaneous transmogrifications, forms a protective, armour-like layer.	true
unit_abilities_onscreen_name_wh2_dlc10_item_abilities_star_of_avelorn	Star of Avelorn	true
unit_abilities_onscreen_name_wh2_dlc15_hero_passive_ballistics_instructor	Ballistics Instructor	true
unit_abilities_onscreen_name_wh_dlc08_spell_death_soulblight_arzik	Soulblight	true
unit_abilities_onscreen_name_wh2_dlc14_unit_passive_crowfeast	Crowfeast	true
unit_abilities_tooltip_text_wh_main_spell_vampires_raise_dead	Necromancers can awaken mortal remains to reinforce their Undead legions.	true
unit_abilities_tooltip_text_wh2_dlc15_army_abilities_envelop_in_mist	Once swathed in the mists, the warriors become swift, adaptable, and unseen until the moment they strike.	true
unit_abilities_tooltip_text_wh2_dlc17_army_abilities_chaos_spawn_summon_qb_scripted	This is never directly seen or controlled by the player.	true
unit_abilities_tooltip_text_wh2_dlc15_unit_passive_rubble_and_ruin_tier_1	Being a towering, walking cluster of rocks means that big bits sometimes fall off you, much to the detriment of anything smaller nearby!	true
unit_abilities_onscreen_name_wh_dlc05_weapon_abilities_daiths_sword	Sword of Daith	true
unit_abilities_onscreen_name_wh_main_spell_big_waaagh_eadbutt	'Eadbutt	true
unit_abilities_tooltip_text_wh_dlc05_lore_passive_life_bloom	Even the simplest of spells can bring forth the full bloom of renewal, reinvigorating and healing the broken and bleeding.	true
unit_abilities_tooltip_text_wh2_dlc11_lord_abilities_spearfishers_net	"Look at 'em all, trapped like stranded sea-turtles they are!"	true
unit_abilities_onscreen_name_wh2_main_unit_passive_unbinding_skaven_slaves	Unbinding	true
unit_abilities_onscreen_name_wh_main_unit_abilities_entrenchment	Entrenchment	true
unit_abilities_onscreen_name_wh2_dlc09_character_passive_wrath_of_the_creator	Wrath of the Creator	true
unit_abilities_tooltip_text_wh2_dlc10_unit_passive_guardian	In the midst of a bloodbath it's good to know that someone has your back.	true
unit_abilities_tooltip_text_wh_main_spell_vampires_raise_dead_upgraded	The Necromancer can awaken mortal remains to reinforce the Undead legions under his control.	true
unit_abilities_tooltip_text_wh_main_banner_passive_spider_banner	Covered in the dried husks of many offerings, this banner oozes menace. From out of the webbed void in its centre multiple eyes gaze down imbuing those with venomous attacks. 	true
unit_abilities_tooltip_text_wh2_main_unit_abilities_hidden_blade	[ph] Not Visible.	true
unit_abilities_tooltip_text_wh2_dlc15_unit_passive_mimic_ethereal	Not quite spirits, a terrible veil has been draped over these warriors.\\n\\n[[col:magic]]This ability is being mirrored using knowledge gained from a prisoner interrogation in Athel Tamarha.[[/col]]	true
unit_abilities_tooltip_text_wh2_dlc12_lord_abilities_warriors_crest	It's not just for decoration, you know!	true
unit_abilities_tooltip_text_wh2_dlc13_army_abilities_storm_of_xholankha_upgraded	Could it be that "the Lost" has returned from his impossible quest to wreak havoc upon the enemies of the Old Ones?	true
unit_abilities_tooltip_text_wh2_dlc11_army_abilities_norse_roar	"Blaaaaaaaarrrrrrrrrrgggggggghhhhhhh!!!"	true
unit_abilities_onscreen_name_wh2_main_item_abilities_dragonhorn	Horn of Vaul	true
unit_abilities_onscreen_name_wh2_dlc12_unit_abilities_burning_alignment	Burning Alignment	true
unit_abilities_onscreen_name_wh2_dlc11_item_abilities_slann_gold	Slann Gold	true
unit_abilities_onscreen_name_wh2_dlc10_item_bound_blast	Blast	true
unit_abilities_onscreen_name_wh_dlc06_lord_abilities_revenge_incarnate	Revenge Incarnate	true
unit_abilities_onscreen_name_wh2_dlc14_unit_passive_unbinding_stormvermin_0	Unbinding	true
unit_abilities_tooltip_text_wh_main_spell_metal_transmutation_of_lead_upgraded	The enemies’ weapons become heavy, cumbersome, and almost impossible to wield in battle.	true
unit_abilities_onscreen_name_wh2_main_item_passive_shield_of_distraction	Shield of Distraction	true
unit_abilities_tooltip_text_wh2_main_weapon_abilities_dwarf_gouger	A weapon created to kill the Dwarf-things, it perfectly suits Queek’s furious windmill style of attack.	true
unit_abilities_tooltip_text_wh2_main_spell_plague_wither_upgraded	Chanting passages from the Liber Bubonicus, the Wizard casts a hex of wasting and corrosion.	true
unit_abilities_onscreen_name_wh_dlc04_item_abilities_the_carstein_ring	The Carstein Ring	true
unit_abilities_tooltip_text_wh2_dlc13_weapon_abilities_talabecland_runefang	One of twelve magical swords belonging to the Empire's Elector Counts, Talabecland's 'Stone Breaker' has protected the founding province's thriving commerce from bandits of all kinds for centuries.	true
unit_abilities_tooltip_text_wh_dlc03_spell_beasts_the_curse_of_anraheir	At the spellcaster's command, nebulous nature spirits assail the foe, clawing with hands not nearly as insubstantial as they first appear.	true
unit_abilities_onscreen_name_wh2_dlc11_lord_passive_merciless_slaver	Merciless Slaver	true
unit_abilities_onscreen_name_wh2_dlc16_hero_abilities_tide_of_death	Tide of Death	true
unit_abilities_tooltip_text_wh_main_item_abilities_fiery_ring_of_thori	When the rune within the dark ruby of the ring is activated a roiling ball of magic flame is hurled toward a nearby foe.	true
unit_abilities_tooltip_text_wh_main_unit_passive_frenzy	Some warriors care not for their own personal safety and so work themselves into a whirlwind of destruction and mindless violence! 	true
unit_abilities_tooltip_text_wh2_main_character_abilities_shield_of_the_old_ones	The resilience of the Old Ones is channelled into an energy barrier that protects its users from the full brunt of magical attacks against them.	true
unit_abilities_tooltip_text_wh_dlc03_item_passive_banner_of_the_fallen_kings	Once a proud standard of one of mankind’s petty nations; it is now a wretched trophy blessed with all the Dark Gods’ malice and vainglory. 	true
unit_abilities_onscreen_name_wh_dlc03_hero_passive_the_unrelenting_warherd_iv	The Unrelenting Warherd IV	true
unit_abilities_onscreen_name_wh_main_unit_abilities_gyrocopter_bomb	Gyrocopter Bomb	true
unit_abilities_tooltip_text_wh2_dlc15_lord_abilities_dont_even_try_it	Goblins, in general, are a little twitchy to say the least. If you’ve flinched too soon, you’re probably already dead.	true
unit_abilities_onscreen_name_wh2_main_spell_high_magic_apotheosis	Apotheosis	true
unit_abilities_onscreen_name_wh2_dlc16_unit_passive_glamoured	Glamoured	true
unit_abilities_onscreen_name_wh2_dlc17_spell_bound_unending_flock_of_doom	Unending Flock of Doom	true
unit_abilities_tooltip_text_wh2_dlc10_item_abilities_star_of_avelorn	A diadem of ithilmar with a radiant gem set within it, said to be a star plucked from the heavens.	true
unit_abilities_onscreen_name_wh2_dlc12_item_passive_mask_of_heavens	Mask of Heavens	true
unit_abilities_onscreen_name_wh2_dlc12_unit_passive_blade_swirl	Blade Swirl	true
unit_abilities_onscreen_name_wh_dlc05_spell_life_shield_of_thorns_upgraded	Shield of Thorns Upgraded	true
unit_abilities_tooltip_text_wh2_dlc15_hero_passive_ballistics_instructor	Those Engineers conversant in ballistics know how best to increase the ranges of their weapons.	true
unit_abilities_onscreen_name_wh2_dlc13_lord_passive_merely_a_fleshwound	Merely a Fleshwound	true
unit_abilities_tooltip_text_wh_dlc08_hero_passive_frenzied_assault	Violence bordering on absolute delirium; 'berserk' doesn't even come close.	true
unit_abilities_tooltip_text_wh_dlc05_spell_shadow_the_withering_branchwraith	The Wizard destroys the foe from within, corroding their minds with doubt and crisis.	true
